q1     q2   q3   q4  q5   q6   t1
2.367078655771637230e-01  -1.752435719426559402e+00  2.137599150759470490e+00  -1.914816657440208125e+00  -1.655524793464902444e+00  -3.168946058643186348e+00  9.561224937438964844e+00
2.080871336380880621e-01  -1.743211740241034313e+00  2.115357056517481738e+00  -1.885757544623170467e+00  -1.652351184971174725e+00  -3.216415545713374513e+00  9.620378017425537109e+00
1.831851378004385467e-01  -1.731222776561871513e+00  2.092489336676194966e+00  -1.859234332658370015e+00  -1.642391865036898935e+00  -3.256874006767588980e+00  9.678735017776489258e+00
1.597226080493756584e-01  -1.717727336152283790e+00  2.069614622253444836e+00  -1.837108427698269431e+00  -1.629340673668161266e+00  -3.290634077276100911e+00  9.728518009185791016e+00
1.215259719488264167e-01  -1.693061550279145955e+00  2.032136611595019460e+00  -1.808130342229007148e+00  -1.608671221217249148e+00  -3.335485576314514589e+00  9.790163993835449219e+00
8.060614761263806827e-02  -1.664762793593144607e+00  1.992504007931106713e+00  -1.783393133518980989e+00  -1.595155372626797963e+00  -3.374933987042037842e+00  9.845021963119506836e+00
2.740607445780174345e-02  -1.626378319795869665e+00  1.941550713346732238e+00  -1.756411463791505589e+00  -1.582099458970799510e+00  -3.419501820916750034e+00  9.911456108093261719e+00
-2.733441849443707383e-02  -1.584746953497169208e+00  1.888254874666525751e+00  -1.731051860847980350e+00  -1.573515214168449639e+00  -3.462849182065811604e+00  9.972082138061523438e+00
-6.663699831827685216e-02  -1.553418008681207496e+00  1.849024076266662320e+00  -1.713279248624104412e+00  -1.571481032256976107e+00  -3.494121319849650575e+00  1.002382493019104004e+01
-1.361846900623753243e-01  -1.502686668661245228e+00  1.786988912856525502e+00  -1.686635669928730152e+00  -1.574414653880840120e+00  -3.543136375299756224e+00  1.010520100593566895e+01
-1.820166117399999450e-01  -1.472801082011107709e+00  1.751495126125242052e+00  -1.673124334274505465e+00  -1.578613007942127666e+00  -3.570499779732804413e+00  1.015255212783813477e+01
-2.291388126929483349e-01  -1.442942626947146145e+00  1.716880920234217456e+00  -1.661974914696568995e+00  -1.583857023768880268e+00  -3.596141881532240347e+00  1.019730401039123535e+01
-3.134034725708829683e-01  -1.386379726546885571e+00  1.653521830514018021e+00  -1.649886981275480835e+00  -1.593188186126493378e+00  -3.638989712152103095e+00  1.029086995124816895e+01
-3.720263880585719107e-01  -1.343388550513647139e+00  1.606892931634193111e+00  -1.647952343177955470e+00  -1.598774558404727486e+00  -3.667505512935818501e+00  1.035160398483276367e+01
